icao,type,name,latitude,longitude,elevation,country
KIWA,medium_airport,Phoenix–Mesa Gateway Airport,33.3078,-111.654999,1382,US
KJAC,medium_airport,Jackson Hole Airport,43.6072998046875,-110.73799896240234,6451,US
KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,346,US
KJAX,large_airport,Jacksonville International Airport,30.49410057067871,-81.68789672851562,30,US
KJBR,medium_airport,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,262,US
KJFK,large_airport,John F Kennedy International Airport,40.639801,-73.7789,13,US
KJLN,medium_airport,Joplin Regional Airport,37.151798,-94.498299,981,US
KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,US
KJQF,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705,US
KJST,medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,2284,US
KLAN,medium_airport,Capital City Airport,42.77870178222656,-84.58740234375,861,US
KLAR,medium_airport,Laramie Regional Airport,41.31209945678711,-105.6750030517578,7284,US
KLAS,large_airport,McCarran International Airport,36.08010101,-115.1520004,2181,US
KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125,US
KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,US
KLBE,medium_airport,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,US
KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,US
KLBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,US
KLCH,medium_airport,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,15,US
KLCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744,US
KLEB,medium_airport,Lebanon Municipal Airport,43.6260986328,-72.30419921880001,603,US
KLEX,medium_airport,Blue Grass Airport,38.036499,-84.605904,979,US
KLFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,42,US
KLGA,large_airport,La Guardia Airport,40.777199,-73.872597,21,US
KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.817699,-118.152,60,US
KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,262,US
KLMT,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095,US
KLNK,medium_airport,Lincoln Airport,40.85100173950195,-96.75920104980467,1219,US
KLNS,medium_airport,Lancaster Airport,40.121700286865234,-76.29609680175781,403,US
KLRD,medium_airport,Laredo International Airport,27.543800354003903,-99.46160125732422,508,US
KLSE,medium_airport,La Crosse Municipal Airport,43.879002,-91.256699,655,US
KLWS,medium_airport,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,1442,US
KLWT,medium_airport,Lewistown Municipal Airport,47.04930114746094,-109.46700286865234,4170,US
KLYH,medium_airport,Lynchburg Regional Preston Glenn Field,37.326698303222656,-79.20040130615234,938,US
KMAF,medium_airport,Midland International Airport,31.9424991607666,-102.2020034790039,2871,US
KMBS,medium_airport,MBS International Airport,43.532902,-84.079597,668,US
KMCI,large_airport,Kansas City International Airport,39.2976,-94.713898,1026,US
KMCN,medium_airport,Middle Georgia Regional Airport,32.69279861450195,-83.64920043945312,354,US
KMCO,large_airport,Orlando International Airport,28.429399490356445,-81.30899810791016,96,US
KMDT,medium_airport,Harrisburg International Airport,40.1935005188,-76.7633972168,310,US
KMDW,medium_airport,Chicago Midway International Airport,41.785999,-87.752403,620,US
KMEI,medium_airport,Key Field / Meridian Regional Airport,32.3326,-88.7519,297,US
KMEM,large_airport,Memphis International Airport,35.04240036010742,-89.97669982910156,341,US
KMFE,medium_airport,McAllen Miller International Airport,26.176141,-98.237965,107,US
KMFR,medium_airport,Rogue Valley International Medford Airport,42.37419891357422,-122.8730010986328,1335,US
KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,221,US
KMGW,medium_airport,Morgantown Municipal Walter L. Bill Hart Field,39.64289856,-79.91629791,1248,US
KMHK,medium_airport,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,1057,US
KMHR,medium_airport,Sacramento Mather Airport,38.553902,-121.297997,98,US
KMHT,medium_airport,Manchester-Boston Regional Airport,42.932598,-71.435699,266,US
KMIA,large_airport,Miami International Airport,25.79319953918457,-80.29060363769531,8,US
KMKE,large_airport,General Mitchell International Airport,42.94720077514648,-87.89659881591797,723,US
KMKG,medium_airport,Muskegon County Airport,43.169498,-86.238197,629,US
KMKL,medium_airport,McKellar-Sipes Regional Airport,35.599899,-88.915604,434,US
KMLB,medium_airport,Melbourne Orlando International Airport,28.1028,-80.645302,33,US
KMLI,medium_airport,Quad City International Airport,41.448502,-90.5075,590,US
KMLS,medium_airport,Frank Wiley Field,46.428001403808594,-105.88600158691406,2630,US
KMLU,medium_airport,Monroe Regional Airport,32.510899,-92.037697,79,US
KMOB,medium_airport,Mobile Regional Airport,30.6912,-88.242798,219,US
KMOT,medium_airport,Minot International Airport,48.2593994140625,-101.27999877929688,1716,US
KMRY,medium_airport,Monterey Peninsula Airport,36.58700180053711,-121.84300231933594,257,US
KMSL,medium_airport,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,US
KMSN,medium_airport,Dane County Regional Truax Field,43.1399,-89.337502,887,US
KMSO,medium_airport,Missoula International Airport,46.91630173,-114.0910034,3206,US
KMSP,large_airport,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,841,US
KMSS,medium_airport,Massena International Richards Field,44.93579864501953,-74.84559631347656,215,US
KMSY,large_airport,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,4,US
KMVY,small_airport,Martha's Vineyard Airport,41.3931007385,-70.6143035889,67,US
KMYR,medium_airport,Myrtle Beach International Airport,33.6796989441,-78.9282989502,25,US
KNYL,medium_airport,Yuma International Airport / Marine Corps Air Station Yuma,32.656601,-114.606003,213,US
KOAK,large_airport,Metropolitan Oakland International Airport,37.721298,-122.221001,9,US
KOGD,medium_airport,Ogden Hinckley Airport,41.195899963379,-112.0120010376,4473,US
KOGS,small_airport,Ogdensburg International Airport,44.6819,-75.4655,297,US
KOKC,medium_airport,Will Rogers World Airport,35.393101,-97.6007,1295,US
KOMA,medium_airport,Eppley Airfield,41.3032,-95.894096,984,US
KONT,large_airport,Ontario International Airport,34.055999755859375,-117.60099792480467,944,US
KORD,large_airport,Chicago O'Hare International Airport,41.9786,-87.9048,672,US
KORF,medium_airport,Norfolk International Airport,36.8946,-76.201202,26,US
KORH,medium_airport,Worcester Regional Airport,42.2673,-71.875702,1009,US
KORS,small_airport,Orcas Island Airport,48.7081985474,-122.910003662,31,US
KOTH,medium_airport,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,17,US
KOWB,medium_airport,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,US
KP-0029,small_airport,Samjiyŏn Airport,41.907132,128.409834,4547,KP
KP-0032,medium_airport,Orang (Chongjin) Airport,41.428538,129.647555,12,KP
KPAE,medium_airport,Snohomish County (Paine Field) Airport,47.9063,-122.281998,606,US
KPAH,medium_airport,Barkley Regional Airport,37.06079864501953,-88.7738037109375,410,US
KPBG,medium_airport,Plattsburgh International Airport,44.6509017944336,-73.46810150146484,234,US
KPBI,large_airport,Palm Beach International Airport,26.68320083618164,-80.09559631347656,19,US
KPDX,large_airport,Portland International Airport,45.58869934,-122.5979996,31,US
KPGD,medium_airport,Charlotte County Airport,26.9202,-81.990501,26,US
KPHF,medium_airport,Newport News Williamsburg International Airport,37.131901,-76.492996,42,US
KPHL,large_airport,Philadelphia International Airport,39.87189865112305,-75.24109649658203,36,US
KPHX,large_airport,Phoenix Sky Harbor International Airport,33.435302,-112.005905,1135,US
KPIA,medium_airport,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298,660,US
KPIB,medium_airport,Hattiesburg Laurel Regional Airport,31.467100143432617,-89.33709716796875,298,US
KPIE,medium_airport,St Petersburg Clearwater International Airport,27.91020012,-82.68740082,11,US
KPIH,medium_airport,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,4452,US
KPIR,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,1744,US
KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,US
KPKB,medium_airport,Mid Ohio Valley Regional Airport,39.34510040283203,-81.43920135498047,858,US
KPLN,medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721,US
KPNE,medium_airport,Northeast Philadelphia Airport,40.081902,-75.010597,120,US
KPNS,medium_airport,Pensacola International Airport,30.4734,-87.1866,121,US
KPQI,medium_airport,Presque Isle International Airport,46.688999,-68.0448,534,US
KPRC,medium_airport,Prescott International Airport - Ernest A. Love Field,34.654499,-112.419998,5045,US
KPSC,medium_airport,Tri Cities Airport,46.26470184326172,-119.11900329589844,410,US
KPSM,medium_airport,Portsmouth International at Pease Airport,43.0778999329,-70.8233032227,100,US
KPSP,medium_airport,Palm Springs International Airport,33.8297,-116.507004,477,US
KPUB,medium_airport,Pueblo Memorial Airport,38.289101,-104.497002,4726,US
KPUW,medium_airport,Pullman Moscow Regional Airport,46.7439,-117.110001,2556,US
KPVD,large_airport,Theodore Francis Green State Airport,41.725038,-71.425668,55,US
KPVU,medium_airport,Provo-Utah Lake International Airport,40.2192,-111.723,4497,US
KPWM,large_airport,Portland International Jetport,43.646198,-70.309303,76,US
KRAP,medium_airport,Rapid City Regional Airport,44.0452995300293,-103.05699920654295,3204,US
KRDD,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,505,US
KRDG,medium_airport,Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,344,US
KRDM,medium_airport,Roberts Field,44.2541008,-121.1500015,3080,US
KRDU,large_airport,Raleigh Durham International Airport,35.87760162353516,-78.7874984741211,435,US
KRFD,medium_airport,Chicago Rockford International Airport,42.1954,-89.097198,742,US
KRHI,medium_airport,Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,1624,US
KRIC,large_airport,Richmond International Airport,37.50519943237305,-77.3197021484375,167,US
KRKS,medium_airport,Southwest Wyoming Regional Airport,41.5942,-109.065001,6764,US
KRNO,large_airport,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922,4415,US
KROA,medium_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175,US
KROC,medium_airport,Greater Rochester International Airport,43.1189,-77.672401,559,US
KROW,medium_airport,Roswell Air Center Airport,33.301601,-104.530998,3671,US
KRST,medium_airport,Rochester International Airport,43.908298,-92.5,1317,US
KRSW,large_airport,Southwest Florida International Airport,26.53619956970215,-81.75520324707031,30,US
KRUT,medium_airport,Rutland - Southern Vermont Regional Airport,43.52939987,-72.94960022,787,US
KSAN,large_airport,San Diego International Airport,32.7336006165,-117.190002441,17,US
KSAT,large_airport,San Antonio International Airport,29.533701,-98.469803,809,US
KSAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,US
KSBA,medium_airport,Santa Barbara Municipal Airport,34.42620087,-119.8399963,13,US
KSBN,medium_airport,South Bend Regional Airport,41.708698,-86.317299,799,US
KSBP,medium_airport,San Luis County Regional Airport,35.2368011475,-120.641998291,212,US
KSBY,medium_airport,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,52,US
KSDF,large_airport,Louisville Muhammad Ali International Airport,38.1744,-85.736,501,US
KSEA,large_airport,Seattle Tacoma International Airport,47.449001,-122.308998,433,US
KSFB,large_airport,Orlando Sanford International Airport,28.7775993347168,-81.23750305175781,55,US
KSFO,large_airport,San Francisco International Airport,37.61899948120117,-122.375,13,US
KSGF,medium_airport,Springfield Branson National Airport,37.245701,-93.388603,1268,US
KSGJ,medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,10,US
KSGU,medium_airport,Saint George-Southwest Utah International Airport,37.036389,-113.510306,2941,US
KSHD,medium_airport,Shenandoah Valley Regional Airport,38.263802,-78.8964,1201,US
KSHR,medium_airport,Sheridan County Airport,44.76919937133789,-106.9800033569336,4021,US
KSHV,medium_airport,Shreveport Regional Airport,32.446602,-93.8256,258,US
KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,62,US
KSJT,medium_airport,San Angelo Regional Mathis Field,31.35770034790039,-100.49600219726562,1919,US
KSLC,large_airport,Salt Lake City International Airport,40.785749,-111.979746,4227,US
KSLK,medium_airport,Adirondack Regional Airport,44.38529968261719,-74.2061996459961,1663,US
KSLN,medium_airport,Salina Municipal Airport,38.79100036621094,-97.6521987915039,1288,US
KSMF,large_airport,Sacramento International Airport,38.69540023803711,-121.59100341796876,27,US
KSMX,medium_airport,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,261,US
KSNA,medium_airport,John Wayne Airport-Orange County Airport,33.675701,-117.867996,56,US
KSPI,medium_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,598,US
KSPS,medium_airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.9888,-98.491898,1019,US
KSRQ,medium_airport,Sarasota Bradenton International Airport,27.395399,-82.554398,30,US
KSTC,medium_airport,Saint Cloud Regional Airport,45.5466,-94.059898,1031,US
KSTL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,618,US
KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,128,US
KSUN,medium_airport,Friedman Memorial Airport,43.50439835,-114.2959976,5318,US
KSUX,medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,1098,US
KSVC,small_airport,Grant County Airport,32.632293,-108.154263,5446,US
KSWF,medium_airport,New York Stewart International Airport,41.504101,-74.104797,491,US
KSYR,large_airport,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,421,US
KTBN,medium_airport,Waynesville-St. Robert Regional Forney field,37.74160004,-92.14070129,1159,US
KTLH,medium_airport,Tallahassee Regional Airport,30.3965,-84.350304,81,US
KTOL,medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,683,US
KTPA,large_airport,Tampa International Airport,27.975500106811523,-82.533203125,26,US
KTRI,medium_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,1519,US
